ip,rid,age_bin,gender,marital,income_bin,state,own_dog,dog_or_cat,adopt_or_shop,dog_size,msg_treat_ind,shelter_treat_bin,duration,dog_num,rating,shelter_tp
208.195.164.41,568423,3,0,0,1,4,2,1,1,0,0,1,300,3,3,2
208.195.164.41,568423,3,0,0,1,4,2,1,1,0,0,1,300,4,10,2
208.221.47.109,577832,3,0,0,1,43,2,1,0,2,0,0,70,1,3,0
208.221.47.109,577832,3,0,0,1,43,2,1,0,2,0,0,70,2,7,0
208.221.47.109,577832,3,0,0,1,43,2,1,0,2,0,0,70,3,6,0
208.221.47.109,577832,3,0,0,1,43,2,1,0,2,0,0,70,4,5,0
208.207.184.40,502151,1,0,0,4,4,2,1,1,1,1,1,442,1,5,2
208.207.184.40,502151,1,0,0,4,4,2,1,1,1,1,1,442,2,3,2
208.207.184.40,502151,1,0,0,4,4,2,1,1,1,1,1,442,3,4,2
208.207.184.40,502151,1,0,0,4,4,2,1,1,1,1,1,442,4,4,1
208.207.182.117,868943,3,0,0,3,4,2,1,1,1,0,1,87,1,8,1
208.207.182.117,868943,3,0,0,3,4,2,1,1,1,0,1,87,2,6,2
208.207.182.117,868943,3,0,0,3,4,2,1,1,1,0,1,87,3,8,2
208.207.182.117,868943,3,0,0,3,4,2,1,1,1,0,1,87,4,8,2
128.254.165.115,500413,1,1,0,0,15,2,1,1,0,0,0,108,1,2,0
128.254.165.115,500413,1,1,0,0,15,2,1,1,0,0,0,108,2,3,0
128.254.165.115,500413,1,1,0,0,15,2,1,1,0,0,0,108,3,5,0
128.254.165.115,500413,1,1,0,0,15,2,1,1,0,0,0,108,4,3,0
208.200.0.31,967119,5,0,0,1,10,2,1,1,1,0,1,87,1,4,1
208.200.0.31,967119,5,0,0,1,10,2,1,1,1,0,1,87,2,7,2
208.200.0.31,967119,5,0,0,1,10,2,1,1,1,0,1,87,3,9,2
208.200.0.31,967119,5,0,0,1,10,2,1,1,1,0,1,87,4,5,1
216.250.249.111,685860,5,1,0,1,15,2,1,0,0,1,1,62,1,5,1
216.250.249.111,685860,5,1,0,1,15,2,1,0,0,1,1,62,2,6,2
216.250.249.111,685860,5,1,0,1,15,2,1,0,0,1,1,62,3,4,1
216.250.249.111,685860,5,1,0,1,15,2,1,0,0,1,1,62,4,7,2
128.254.166.232,630758,2,1,0,1,1,2,1,0,0,1,1,172,1,8,2
128.254.166.232,630758,2,1,0,1,1,2,1,0,0,1,1,172,2,2,2
128.254.166.232,630758,2,1,0,1,1,2,1,0,0,1,1,172,3,1,2
128.254.166.232,630758,2,1,0,1,1,2,1,0,0,1,1,172,4,9,2
63.75.255.173,294860,2,1,0,1,1,2,1,1,1,0,1,339,1,5,2
63.75.255.173,294860,2,1,0,1,1,2,1,1,1,0,1,339,2,6,2
63.75.255.173,294860,2,1,0,1,1,2,1,1,1,0,1,339,3,2,2
63.75.255.173,294860,2,1,0,1,1,2,1,1,1,0,1,339,4,2,1
208.195.171.184,428197,1,1,0,3,4,2,1,1,2,1,0,233,1,8,0
208.195.171.184,428197,1,1,0,3,4,2,1,1,2,1,0,233,2,7,0
208.195.171.184,428197,1,1,0,3,4,2,1,1,2,1,0,233,3,7,0
208.195.171.184,428197,1,1,0,3,4,2,1,1,2,1,0,233,4,9,0
208.195.168.19,568282,2,0,2,2,15,2,1,1,1,1,1,251,1,3,1
208.195.168.19,568282,2,0,2,2,15,2,1,1,1,1,1,251,2,3,2
208.195.168.19,568282,2,0,2,2,15,2,1,1,1,1,1,251,3,4,2
208.195.168.19,568282,2,0,2,2,15,2,1,1,1,1,1,251,4,5,2
121.91.230.43,245690,2,1,0,0,43,2,1,1,1,1,1,235,1,7,2
121.91.230.43,245690,2,1,0,0,43,2,1,1,1,1,1,235,2,6,2
121.91.230.43,245690,2,1,0,0,43,2,1,1,1,1,1,235,3,7,2
121.91.230.43,245690,2,1,0,0,43,2,1,1,1,1,1,235,4,5,1
208.195.161.201,613814,2,1,0,2,6,2,1,1,1,1,0,79,1,7,0
208.195.161.201,613814,2,1,0,2,6,2,1,1,1,1,0,79,2,7,0
208.195.161.201,613814,2,1,0,2,6,2,1,1,1,1,0,79,3,9,0
208.195.161.201,613814,2,1,0,2,6,2,1,1,1,1,0,79,4,7,0
208.207.178.33,566905,2,0,0,1,2,2,1,1,0,0,0,80,1,2,0
208.207.178.33,566905,2,0,0,1,2,2,1,1,0,0,0,80,2,2,0
208.207.178.33,566905,2,0,0,1,2,2,1,1,0,0,0,80,3,2,0
208.207.178.33,566905,2,0,0,1,2,2,1,1,0,0,0,80,4,1,0
23.135.40.154,658589,3,1,0,1,43,2,1,0,0,0,0,171,1,6,0
23.135.40.154,658589,3,1,0,1,43,2,1,0,0,0,0,171,2,5,0
23.135.40.154,658589,3,1,0,1,43,2,1,0,0,0,0,171,3,7,0
23.135.40.154,658589,3,1,0,1,43,2,1,0,0,0,0,171,4,8,0
128.254.164.134,503093,2,1,0,1,15,2,1,1,0,1,0,133,1,5,0
128.254.164.134,503093,2,1,0,1,15,2,1,1,0,1,0,133,2,3,0
128.254.164.134,503093,2,1,0,1,15,2,1,1,0,1,0,133,3,3,0
128.254.164.134,503093,2,1,0,1,15,2,1,1,0,1,0,133,4,5,0
185.104.15.189,893557,1,0,2,2,9,2,1,0,1,1,0,204,1,7,0
185.104.15.189,893557,1,0,2,2,9,2,1,0,1,1,0,204,2,7,0
185.104.15.189,893557,1,0,2,2,9,2,1,0,1,1,0,204,3,5,0
185.104.15.189,893557,1,0,2,2,9,2,1,0,1,1,0,204,4,8,0
71.121.214.123,244277,2,1,2,2,21,2,1,0,1,0,1,119,1,5,2
71.121.214.123,244277,2,1,2,2,21,2,1,0,1,0,1,119,2,6,2
71.121.214.123,244277,2,1,2,2,21,2,1,0,1,0,1,119,3,8,2
71.121.214.123,244277,2,1,2,2,21,2,1,0,1,0,1,119,4,6,1
208.195.173.42,164451,3,1,0,1,25,2,1,1,2,0,1,88,1,5,1
208.195.173.42,164451,3,1,0,1,25,2,1,1,2,0,1,88,2,5,1
208.195.173.42,164451,3,1,0,1,25,2,1,1,2,0,1,88,3,6,1
208.195.173.42,164451,3,1,0,1,25,2,1,1,2,0,1,88,4,5,2
208.202.246.35,453254,2,0,0,2,6,2,1,1,0,1,1,436,1,10,1
208.202.246.35,453254,2,0,0,2,6,2,1,1,0,1,1,436,2,8,2
208.202.246.35,453254,2,0,0,2,6,2,1,1,0,1,1,436,3,10,2
208.202.246.35,453254,2,0,0,2,6,2,1,1,0,1,1,436,4,10,1
202.182.71.115,372938,2,1,0,3,36,2,1,0,1,1,1,82,1,6,2
202.182.71.115,372938,2,1,0,3,36,2,1,0,1,1,1,82,2,7,1
202.182.71.115,372938,2,1,0,3,36,2,1,0,1,1,1,82,3,10,2
202.182.71.115,372938,2,1,0,3,36,2,1,0,1,1,1,82,4,6,1
149.46.193.39,383332,1,1,2,2,15,2,1,1,1,1,1,211,1,2,1
149.46.193.39,383332,1,1,2,2,15,2,1,1,1,1,1,211,2,6,1
149.46.193.39,383332,1,1,2,2,15,2,1,1,1,1,1,211,3,7,1
149.46.193.39,383332,1,1,2,2,15,2,1,1,1,1,1,211,4,6,2
66.207.178.9,598730,2,1,0,1,25,2,1,0,1,1,0,144,1,9,0
66.207.178.9,598730,2,1,0,1,25,2,1,0,1,1,0,144,2,6,0
66.207.178.9,598730,2,1,0,1,25,2,1,0,1,1,0,144,3,6,0
66.207.178.9,598730,2,1,0,1,25,2,1,0,1,1,0,144,4,5,0
202.182.69.25,333002,3,0,0,3,15,2,1,0,1,0,0,141,1,5,0
202.182.69.25,333002,3,0,0,3,15,2,1,0,1,0,0,141,2,8,0
202.182.69.25,333002,3,0,0,3,15,2,1,0,1,0,0,141,3,7,0
202.182.69.25,333002,3,0,0,3,15,2,1,0,1,0,0,141,4,6,0
192.126.192.73,811862,3,1,2,2,13,2,0,1,1,1,0,123,1,3,0
192.126.192.73,811862,3,1,2,2,13,2,0,1,1,1,0,123,2,5,0
192.126.192.73,811862,3,1,2,2,13,2,0,1,1,1,0,123,3,5,0
192.126.192.73,811862,3,1,2,2,13,2,0,1,1,1,0,123,4,8,0
136.175.100.21,800021,2,1,2,2,38,2,2,0,0,0,0,159,1,5,0
136.175.100.21,800021,2,1,2,2,38,2,2,0,0,0,0,159,2,6,0
136.175.100.21,800021,2,1,2,2,38,2,2,0,0,0,0,159,3,6,0
136.175.100.21,800021,2,1,2,2,38,2,2,0,0,0,0,159,4,4,0
149.46.192.181,854676,2,0,0,3,35,2,1,1,0,1,0,344,1,2,0
149.46.192.181,854676,2,0,0,3,35,2,1,1,0,1,0,344,2,2,0
149.46.192.181,854676,2,0,0,3,35,2,1,1,0,1,0,344,3,2,0
149.46.192.181,854676,2,0,0,3,35,2,1,1,0,1,0,344,4,1,0
208.207.177.149,990701,2,0,0,1,43,2,1,1,1,0,1,113,1,5,1
208.207.177.149,990701,2,0,0,1,43,2,1,1,1,0,1,113,2,5,2
208.207.177.149,990701,2,0,0,1,43,2,1,1,1,0,1,113,3,8,2
208.207.177.149,990701,2,0,0,1,43,2,1,1,1,0,1,113,4,7,1
206.82.8.59,859085,2,1,0,2,47,2,1,1,1,0,0,103,1,8,0
206.82.8.59,859085,2,1,0,2,47,2,1,1,1,0,0,103,2,6,0
206.82.8.59,859085,2,1,0,2,47,2,1,1,1,0,0,103,3,8,0
206.82.8.59,859085,2,1,0,2,47,2,1,1,1,0,0,103,4,8,0
45.32.170.60,293812,3,0,0,1,18,2,1,1,1,0,0,76,1,5,0
45.32.170.60,293812,3,0,0,1,18,2,1,1,1,0,0,76,2,3,0
45.32.170.60,293812,3,0,0,1,18,2,1,1,1,0,0,76,3,5,0
45.32.170.60,293812,3,0,0,1,18,2,1,1,1,0,0,76,4,3,0
149.46.192.153,749370,2,1,0,3,21,2,1,1,0,0,0,393,1,2,0
149.46.192.153,749370,2,1,0,3,21,2,1,1,0,0,0,393,2,2,0
149.46.192.153,749370,2,1,0,3,21,2,1,1,0,0,0,393,3,1,0
149.46.192.153,749370,2,1,0,3,21,2,1,1,0,0,0,393,4,2,0
208.196.122.234,752142,2,1,0,4,33,2,1,1,1,1,0,132,1,7,0
208.196.122.234,752142,2,1,0,4,33,2,1,1,1,1,0,132,2,6,0
208.196.122.234,752142,2,1,0,4,33,2,1,1,1,1,0,132,3,7,0
208.196.122.234,752142,2,1,0,4,33,2,1,1,1,1,0,132,4,5,0
206.82.9.166,317759,3,1,0,3,9,2,1,1,1,0,0,517,1,5,0
206.82.9.166,317759,3,1,0,3,9,2,1,1,1,0,0,517,2,5,0
206.82.9.166,317759,3,1,0,3,9,2,1,1,1,0,0,517,3,9,0
206.82.9.166,317759,3,1,0,3,9,2,1,1,1,0,0,517,4,8,0
207.148.15.251,953047,4,0,0,1,15,2,1,1,0,1,0,253,1,7,0
207.148.15.251,953047,4,0,0,1,15,2,1,1,0,1,0,253,2,9,0
207.148.15.251,953047,4,0,0,1,15,2,1,1,0,1,0,253,3,8,0
207.148.15.251,953047,4,0,0,1,15,2,1,1,0,1,0,253,4,8,0
128.254.167.249,207764,2,0,0,0,15,2,1,1,1,1,1,97,1,8,1
128.254.167.249,207764,2,0,0,0,15,2,1,1,1,1,1,97,2,6,1
128.254.167.249,207764,2,0,0,0,15,2,1,1,1,1,1,97,3,6,1
128.254.167.249,207764,2,0,0,0,15,2,1,1,1,1,1,97,4,8,2
204.217.236.130,299732,2,0,2,3,4,2,1,0,2,0,1,94,1,10,1
204.217.236.130,299732,2,0,2,3,4,2,1,0,2,0,1,94,2,10,1
204.217.236.130,299732,2,0,2,3,4,2,1,0,2,0,1,94,3,10,1
204.217.236.130,299732,2,0,2,3,4,2,1,0,2,0,1,94,4,10,2
208.195.168.241,284341,2,0,0,4,6,2,1,0,1,1,0,112,1,10,0
208.195.168.241,284341,2,0,0,4,6,2,1,0,1,1,0,112,2,10,0
208.195.168.241,284341,2,0,0,4,6,2,1,0,1,1,0,112,3,10,0
208.195.168.241,284341,2,0,0,4,6,2,1,0,1,1,0,112,4,10,0
202.182.70.230,678393,5,1,0,3,43,2,1,1,0,0,1,149,1,7,1
202.182.70.230,678393,5,1,0,3,43,2,1,1,0,0,1,149,2,6,1
202.182.70.230,678393,5,1,0,3,43,2,1,1,0,0,1,149,3,8,1
202.182.70.230,678393,5,1,0,3,43,2,1,1,0,0,1,149,4,7,2
202.182.70.87,161070,4,1,0,4,18,2,1,0,1,0,0,487,1,5,0
202.182.70.87,161070,4,1,0,4,18,2,1,0,1,0,0,487,2,6,0
202.182.70.87,161070,4,1,0,4,18,2,1,0,1,0,0,487,3,4,0
202.182.70.87,161070,4,1,0,4,18,2,1,0,1,0,0,487,4,9,0
140.82.30.186,733918,4,1,0,3,32,2,1,1,0,1,0,96,1,7,0
140.82.30.186,733918,4,1,0,3,32,2,1,1,0,1,0,96,2,6,0
140.82.30.186,733918,4,1,0,3,32,2,1,1,0,1,0,96,3,6,0
140.82.30.186,733918,4,1,0,3,32,2,1,1,0,1,0,96,4,7,0
163.123.220.181,957431,3,0,0,2,26,2,1,1,2,1,0,95,1,8,0
163.123.220.181,957431,3,0,0,2,26,2,1,1,2,1,0,95,2,4,0
163.123.220.181,957431,3,0,0,2,26,2,1,1,2,1,0,95,3,7,0
163.123.220.181,957431,3,0,0,2,26,2,1,1,2,1,0,95,4,4,0
74.51.161.148,465192,2,1,0,2,38,2,1,0,0,1,0,142,1,5,0
74.51.161.148,465192,2,1,0,2,38,2,1,0,0,1,0,142,2,5,0
74.51.161.148,465192,2,1,0,2,38,2,1,0,0,1,0,142,3,9,0
74.51.161.148,465192,2,1,0,2,38,2,1,0,0,1,0,142,4,5,0
208.195.167.113,756396,2,1,0,2,15,2,1,0,1,0,1,110,1,7,1
208.195.167.113,756396,2,1,0,2,15,2,1,0,1,0,1,110,2,5,1
208.195.167.113,756396,2,1,0,2,15,2,1,0,1,0,1,110,3,10,1
208.195.167.113,756396,2,1,0,2,15,2,1,0,1,0,1,110,4,10,1
65.195.214.34,190188,5,0,0,3,4,2,1,0,1,0,1,493,1,6,1
65.195.214.34,190188,5,0,0,3,4,2,1,0,1,0,1,493,2,6,2
65.195.214.34,190188,5,0,0,3,4,2,1,0,1,0,1,493,3,7,1
65.195.214.34,190188,5,0,0,3,4,2,1,0,1,0,1,493,4,7,2
216.250.250.72,613218,1,0,2,1,40,2,1,1,1,0,1,68,1,5,1
216.250.250.72,613218,1,0,2,1,40,2,1,1,1,0,1,68,2,7,1
216.250.250.72,613218,1,0,2,1,40,2,1,1,1,0,1,68,3,7,1
216.250.250.72,613218,1,0,2,1,40,2,1,1,1,0,1,68,4,5,1
149.46.193.34,709214,2,0,0,4,9,2,1,0,1,0,0,136,1,6,0
149.46.193.34,709214,2,0,0,4,9,2,1,0,1,0,0,136,2,7,0
149.46.193.34,709214,2,0,0,4,9,2,1,0,1,0,0,136,3,8,0
149.46.193.34,709214,2,0,0,4,9,2,1,0,1,0,0,136,4,9,0
128.254.167.176,529020,2,1,0,2,15,2,1,1,1,0,0,90,1,7,0
128.254.167.176,529020,2,1,0,2,15,2,1,1,1,0,0,90,2,8,0
128.254.167.176,529020,2,1,0,2,15,2,1,1,1,0,0,90,3,7,0
128.254.167.176,529020,2,1,0,2,15,2,1,1,1,0,0,90,4,9,0
202.182.69.251,819499,4,0,0,3,18,2,1,0,0,0,1,295,1,4,2
202.182.69.251,819499,4,0,0,3,18,2,1,0,0,0,1,295,2,8,2
202.182.69.251,819499,4,0,0,3,18,2,1,0,0,0,1,295,3,5,1
202.182.69.251,819499,4,0,0,3,18,2,1,0,0,0,1,295,4,6,2
208.195.161.20,769122,2,1,0,0,4,2,1,1,1,1,1,167,1,5,1
208.195.161.20,769122,2,1,0,0,4,2,1,1,1,1,1,167,2,5,1
208.195.161.20,769122,2,1,0,0,4,2,1,1,1,1,1,167,3,6,2
208.195.161.20,769122,2,1,0,0,4,2,1,1,1,1,1,167,4,7,2
45.76.61.9,491816,3,0,0,1,33,2,1,1,1,1,0,99,1,2,0
45.76.61.9,491816,3,0,0,1,33,2,1,1,1,1,0,99,2,3,0
45.76.61.9,491816,3,0,0,1,33,2,1,1,1,1,0,99,3,2,0
45.76.61.9,491816,3,0,0,1,33,2,1,1,1,1,0,99,4,2,0
197.237.176.36,678021,2,1,0,1,43,2,1,0,1,0,0,486,1,8,0
197.237.176.36,678021,2,1,0,1,43,2,1,0,1,0,0,486,2,7,0
197.237.176.36,678021,2,1,0,1,43,2,1,0,1,0,0,486,3,7,0
197.237.176.36,678021,2,1,0,1,43,2,1,0,1,0,0,486,4,6,0
208.195.164.172,575011,1,1,2,2,46,2,1,0,1,1,1,108,1,2,2
208.195.164.172,575011,1,1,2,2,46,2,1,0,1,1,1,108,2,3,1
208.195.164.172,575011,1,1,2,2,46,2,1,0,1,1,1,108,3,2,1
208.195.164.172,575011,1,1,2,2,46,2,1,0,1,1,1,108,4,2,1
202.182.67.154,900493,4,0,0,2,4,2,1,0,1,0,1,82,1,5,1
202.182.67.154,900493,4,0,0,2,4,2,1,0,1,0,1,82,2,6,1
202.182.67.154,900493,4,0,0,2,4,2,1,0,1,0,1,82,3,9,1
202.182.67.154,900493,4,0,0,2,4,2,1,0,1,0,1,82,4,6,1
163.123.220.199,654859,6,1,0,1,47,2,1,0,0,1,1,474,1,7,1
163.123.220.199,654859,6,1,0,1,47,2,1,0,0,1,1,474,2,8,1
163.123.220.199,654859,6,1,0,1,47,2,1,0,0,1,1,474,3,8,1
163.123.220.199,654859,6,1,0,1,47,2,1,0,0,1,1,474,4,8,2
45.196.145.141,200405,3,0,0,1,47,2,1,1,1,0,0,88,1,6,0
45.196.145.141,200405,3,0,0,1,47,2,1,1,1,0,0,88,2,8,0
45.196.145.141,200405,3,0,0,1,47,2,1,1,1,0,0,88,3,10,0
45.196.145.141,200405,3,0,0,1,47,2,1,1,1,0,0,88,4,6,0
23.135.40.158,830313,2,1,0,2,0,2,1,1,0,1,0,134,1,8,0
23.135.40.158,830313,2,1,0,2,0,2,1,1,0,1,0,134,2,8,0
23.135.40.158,830313,2,1,0,2,0,2,1,1,0,1,0,134,3,7,0
23.135.40.158,830313,2,1,0,2,0,2,1,1,0,1,0,134,4,7,0
208.200.7.54,761293,4,1,0,1,33,2,1,0,0,0,1,125,1,3,1
208.200.7.54,761293,4,1,0,1,33,2,1,0,0,0,1,125,2,2,1
208.200.7.54,761293,4,1,0,1,33,2,1,0,0,0,1,125,3,2,1
208.200.7.54,761293,4,1,0,1,33,2,1,0,0,0,1,125,4,2,1
172.245.124.165,804961,1,0,0,2,4,2,1,1,2,1,1,68,1,5,2
172.245.124.165,804961,1,0,0,2,4,2,1,1,2,1,1,68,2,10,2
172.245.124.165,804961,1,0,0,2,4,2,1,1,2,1,1,68,3,8,1
172.245.124.165,804961,1,0,0,2,4,2,1,1,2,1,1,68,4,5,1
208.218.228.39,823609,2,0,2,2,4,2,1,0,1,0,1,460,1,5,1
208.218.228.39,823609,2,0,2,2,4,2,1,0,1,0,1,460,2,7,1
208.218.228.39,823609,2,0,2,2,4,2,1,0,1,0,1,460,3,8,2
208.218.228.39,823609,2,0,2,2,4,2,1,0,1,0,1,460,4,6,2
208.221.47.195,914220,2,1,0,1,4,2,1,0,0,0,0,149,1,10,0
208.221.47.195,914220,2,1,0,1,4,2,1,0,0,0,0,149,2,10,0
208.221.47.195,914220,2,1,0,1,4,2,1,0,0,0,0,149,3,10,0
208.221.47.195,914220,2,1,0,1,4,2,1,0,0,0,0,149,4,10,0
128.254.164.106,611214,2,1,0,2,43,2,1,1,0,1,1,56,1,3,2
128.254.164.106,611214,2,1,0,2,43,2,1,1,0,1,1,56,2,1,1
128.254.164.106,611214,2,1,0,2,43,2,1,1,0,1,1,56,3,4,2
128.254.164.106,611214,2,1,0,2,43,2,1,1,0,1,1,56,4,3,2
147.124.220.168,512278,1,0,2,2,3,2,1,1,0,1,1,260,1,3,2
147.124.220.168,512278,1,0,2,2,3,2,1,1,0,1,1,260,2,8,1
147.124.220.168,512278,1,0,2,2,3,2,1,1,0,1,1,260,3,5,2
147.124.220.168,512278,1,0,2,2,3,2,1,1,0,1,1,260,4,4,2
208.195.168.214,706316,2,1,0,2,15,2,1,1,2,0,0,124,1,7,0
208.195.168.214,706316,2,1,0,2,15,2,1,1,2,0,0,124,2,4,0
208.195.168.214,706316,2,1,0,2,15,2,1,1,2,0,0,124,3,5,0
208.195.168.214,706316,2,1,0,2,15,2,1,1,2,0,0,124,4,5,0
208.221.33.20,142217,3,1,0,1,17,0,0,0,1,1,0,263,1,5,0
208.221.33.20,142217,3,1,0,1,17,0,0,0,1,1,0,263,2,5,0
208.221.33.20,142217,3,1,0,1,17,0,0,0,1,1,0,263,3,6,0
208.221.33.20,142217,3,1,0,1,17,0,0,0,1,1,0,263,4,2,0
122.178.71.50,260512,2,0,2,2,46,2,1,1,0,0,0,90,1,5,0
122.178.71.50,260512,2,0,2,2,46,2,1,1,0,0,0,90,2,3,0
122.178.71.50,260512,2,0,2,2,46,2,1,1,0,0,0,90,3,5,0
122.178.71.50,260512,2,0,2,2,46,2,1,1,0,0,0,90,4,4,0
208.200.7.157,700172,4,1,0,1,38,2,1,1,1,1,0,212,1,4,0
208.200.7.157,700172,4,1,0,1,38,2,1,1,1,1,0,212,2,7,0
208.200.7.157,700172,4,1,0,1,38,2,1,1,1,1,0,212,3,6,0
208.200.7.157,700172,4,1,0,1,38,2,1,1,1,1,0,212,4,4,0
208.200.7.35,913398,5,1,0,1,33,2,1,0,1,0,1,138,1,2,2
208.200.7.35,913398,5,1,0,1,33,2,1,0,1,0,1,138,2,2,1
208.200.7.35,913398,5,1,0,1,33,2,1,0,1,0,1,138,3,2,2
208.200.7.35,913398,5,1,0,1,33,2,1,0,1,0,1,138,4,4,2
128.254.164.121,917211,2,1,0,0,1,2,1,0,1,1,1,86,1,10,1
128.254.164.121,917211,2,1,0,0,1,2,1,0,1,1,1,86,2,10,1
128.254.164.121,917211,2,1,0,0,1,2,1,0,1,1,1,86,3,10,2
128.254.164.121,917211,2,1,0,0,1,2,1,0,1,1,1,86,4,10,2
144.202.38.128,960888,5,1,0,1,4,2,1,1,1,1,1,118,1,6,1
144.202.38.128,960888,5,1,0,1,4,2,1,1,1,1,1,118,2,6,1
144.202.38.128,960888,5,1,0,1,4,2,1,1,1,1,1,118,3,6,2
144.202.38.128,960888,5,1,0,1,4,2,1,1,1,1,1,118,4,6,2
128.254.167.224,375855,2,1,0,2,15,2,1,1,1,0,1,139,1,7,1
128.254.167.224,375855,2,1,0,2,15,2,1,1,1,0,1,139,2,6,1
128.254.167.224,375855,2,1,0,2,15,2,1,1,1,0,1,139,3,8,1
128.254.167.224,375855,2,1,0,2,15,2,1,1,1,0,1,139,4,8,1
136.175.102.183,144613,4,1,0,3,29,2,2,0,2,1,1,111,1,7,1
136.175.102.183,144613,4,1,0,3,29,2,2,0,2,1,1,111,2,8,2
136.175.102.183,144613,4,1,0,3,29,2,2,0,2,1,1,111,3,7,2
136.175.102.183,144613,4,1,0,3,29,2,2,0,2,1,1,111,4,7,2
63.160.189.250,701766,2,1,2,2,46,2,1,0,1,1,0,282,1,9,0
63.160.189.250,701766,2,1,2,2,46,2,1,0,1,1,0,282,2,8,0
63.160.189.250,701766,2,1,2,2,46,2,1,0,1,1,0,282,3,9,0
63.160.189.250,701766,2,1,2,2,46,2,1,0,1,1,0,282,4,9,0
47.201.174.8,522775,5,0,0,2,9,2,1,0,1,1,1,198,1,9,1
47.201.174.8,522775,5,0,0,2,9,2,1,0,1,1,1,198,2,10,2
47.201.174.8,522775,5,0,0,2,9,2,1,0,1,1,1,198,3,10,2
47.201.174.8,522775,5,0,0,2,9,2,1,0,1,1,1,198,4,10,2
149.28.86.171,256850,3,1,0,2,6,2,1,0,1,0,1,110,1,7,2
149.28.86.171,256850,3,1,0,2,6,2,1,0,1,0,1,110,2,5,2
149.28.86.171,256850,3,1,0,2,6,2,1,0,1,0,1,110,3,3,1
149.28.86.171,256850,3,1,0,2,6,2,1,0,1,0,1,110,4,7,1
163.123.222.28,413010,3,0,0,2,26,2,1,0,1,0,0,338,1,5,0
163.123.222.28,413010,3,0,0,2,26,2,1,0,1,0,0,338,2,4,0
163.123.222.28,413010,3,0,0,2,26,2,1,0,1,0,0,338,3,4,0
163.123.222.28,413010,3,0,0,2,26,2,1,0,1,0,0,338,4,10,0
63.75.252.117,111877,2,1,0,1,4,2,1,0,0,1,1,141,1,10,2
63.75.252.117,111877,2,1,0,1,4,2,1,0,0,1,1,141,2,10,1
63.75.252.117,111877,2,1,0,1,4,2,1,0,0,1,1,141,3,10,1
63.75.252.117,111877,2,1,0,1,4,2,1,0,0,1,1,141,4,10,1
147.124.212.188,522227,2,0,0,1,14,2,0,1,1,0,0,110,1,4,0
147.124.212.188,522227,2,0,0,1,14,2,0,1,1,0,0,110,2,5,0
147.124.212.188,522227,2,0,0,1,14,2,0,1,1,0,0,110,3,4,0
147.124.212.188,522227,2,0,0,1,14,2,0,1,1,0,0,110,4,3,0
50.231.89.204,746104,3,0,0,4,33,2,1,0,0,1,1,426,1,8,2
50.231.89.204,746104,3,0,0,4,33,2,1,0,0,1,1,426,2,9,2
50.231.89.204,746104,3,0,0,4,33,2,1,0,0,1,1,426,3,8,1
50.231.89.204,746104,3,0,0,4,33,2,1,0,0,1,1,426,4,9,2
206.82.8.60,935052,3,0,0,2,47,2,1,0,0,1,1,158,1,1,1
206.82.8.60,935052,3,0,0,2,47,2,1,0,0,1,1,158,2,1,1
206.82.8.60,935052,3,0,0,2,47,2,1,0,0,1,1,158,3,2,2
206.82.8.60,935052,3,0,0,2,47,2,1,0,0,1,1,158,4,2,2
121.91.230.34,675795,1,1,0,1,34,2,1,1,1,0,0,120,1,5,0
121.91.230.34,675795,1,1,0,1,34,2,1,1,1,0,0,120,2,9,0
121.91.230.34,675795,1,1,0,1,34,2,1,1,1,0,0,120,3,7,0
121.91.230.34,675795,1,1,0,1,34,2,1,1,1,0,0,120,4,8,0
149.46.193.90,325108,4,1,0,2,33,2,1,1,1,1,0,289,1,5,0
149.46.193.90,325108,4,1,0,2,33,2,1,1,1,1,0,289,2,3,0
149.46.193.90,325108,4,1,0,2,33,2,1,1,1,1,0,289,3,9,0
149.46.193.90,325108,4,1,0,2,33,2,1,1,1,1,0,289,4,6,0
202.182.70.19,820202,3,0,0,3,0,2,1,0,1,0,1,480,1,7,2
202.182.70.19,820202,3,0,0,3,0,2,1,0,1,0,1,480,2,7,2
202.182.70.19,820202,3,0,0,3,0,2,1,0,1,0,1,480,3,6,1
202.182.70.19,820202,3,0,0,3,0,2,1,0,1,0,1,480,4,8,2
208.202.232.217,497058,1,1,2,2,46,2,1,1,0,0,1,95,1,1,1
208.202.232.217,497058,1,1,2,2,46,2,1,1,0,0,1,95,2,1,1
208.202.232.217,497058,1,1,2,2,46,2,1,1,0,0,1,95,3,1,1
208.202.232.217,497058,1,1,2,2,46,2,1,1,0,0,1,95,4,1,2
208.195.169.253,175044,2,1,2,2,46,2,1,1,1,1,1,124,1,6,1
208.195.169.253,175044,2,1,2,2,46,2,1,1,1,1,1,124,2,5,1
208.195.169.253,175044,2,1,2,2,46,2,1,1,1,1,1,124,3,7,1
208.195.169.253,175044,2,1,2,2,46,2,1,1,1,1,1,124,4,7,1
163.123.222.254,614059,2,0,0,1,40,2,1,1,1,0,0,142,1,9,0
163.123.222.254,614059,2,0,0,1,40,2,1,1,1,0,0,142,2,9,0
163.123.222.254,614059,2,0,0,1,40,2,1,1,1,0,0,142,3,6,0
163.123.222.254,614059,2,0,0,1,40,2,1,1,1,0,0,142,4,5,0
208.195.165.9,383370,3,1,0,1,36,1,1,1,0,0,0,202,1,8,0
