StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q2,Q27,Q28,Q3,Q4,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q7,Q8,Q9,Q10,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q25_0_GROUP,Q25_1_GROUP,Q25_0_1_RANK,Q25_0_3_RANK,Q25_0_12_RANK,Q25_0_16_RANK,Q25_1_1_RANK,Q25_1_3_RANK,Q25_1_12_RANK,Q25_1_16_RANK,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q29_0_GROUP,Q29_1_GROUP,Q29_2_GROUP,Q29_0_1_RANK,Q29_0_2_RANK,Q29_0_3_RANK,Q29_0_4_RANK,Q29_0_5_RANK,Q29_0_6_RANK,Q29_1_1_RANK,Q29_1_2_RANK,Q29_1_3_RANK,Q29_1_4_RANK,Q29_1_5_RANK,Q29_1_6_RANK,Q29_2_1_RANK,Q29_2_2_RANK,Q29_2_3_RANK,Q29_2_4_RANK,Q29_2_5_RANK,Q29_2_6_RANK,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q74_1,Q74_2,Q74_3,Q74_4,Q75_1,Q75_2,Q75_3,Q75_4,Q76_1,Q76_2,Q76_3,Q76_4,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Small_1,Small_2,Small_3,Small_4,Medium_1,Medium_2,Medium_3,Medium_4,Large_1,Large_2,Large_3,Large_4,Q26,Random ID,Message_Received,Shelter_Information,Shelter_Type_1,Shelter_Type_2,Shelter_Type_3,Shelter_Type_4
11/22/22 11:34,11/22/22 11:36,IP Address,208.207.190.128,100,127,TRUE,11/22/22 11:36,R_79RuK66p5mG2uTD,,,,,40.7683,-73.9802,anonymous,EN,1,,0,75,,7.49,23.632,24.493,6,18-24 years old,Female,Married,"$100,000-$149,000",California,1.289,4.686,8.101,5,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,67.139,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,3.545,9.372,11.223,8,,,,,5,4,6,5,,,,,477034,477034,No,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:31,11/22/22 11:36,IP Address,136.175.103.19,100,318,TRUE,11/22/22 11:36,R_RXfvaLzEsfc1pu1,,,,,37.751,-97.822,anonymous,EN,1,,0,105,,0,0,14.097,0,25-34 years old,Male,Married,"$25,000-$49,999",Texas,0,0,13.677,0,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.153,20.778,22.562,8,,,,,5,4,9,5,,,,,,,,,,,,,,,,,,,,,821262,821262,Yes,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:28,11/22/22 11:36,IP Address,45.32.167.119,100,510,TRUE,11/22/22 11:36,R_Xk0TEB0KO63t8dP,,,,,25.8119,-80.2318,anonymous,EN,0.699999988,,0,25,,6.551,74.397,76.443,7,45-54 years old,Male,Married,"$25,000-$49,999",New York,3.73,26.074,28.023,6,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6.423,97.769,98.673,11,,,,,5,4,6,5,,,,,,,,,,,,,,,,,,,,,488032,488032,Yes,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:30,11/22/22 11:36,IP Address,149.46.192.170,100,371,TRUE,11/22/22 11:36,R_3M6iG9uD5OOXy84,,,,,40.5237,-74.4151,anonymous,EN,0.899999976,,0,25,,5.65,25.408,28.103,6,55-64 years old,Female,Married,"$100,000-$149,000",Pennsylvania,1.724,37.874,40.52,17,Yes,Dogs,I will shop for a dog,Large (Greater than 60 lbs.),,,,,,,,,,,,,,,1.462,198.963,200.653,17,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,1.989,62.279,63.13,17,,,,,,,,,6,5,9,5,635162,635162,No,Yes,Traditional Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:34,11/22/22 11:36,IP Address,202.182.70.109,100,159,TRUE,11/22/22 11:36,R_2D8M3W4LPdP80Fo,,,,,40.7123,-74.0068,anonymous,EN,0.899999976,,0,25,,2.483,12.155,13.547,6,45-54 years old,Female,Married,"$50,000-$74,999",Maine,43.436,47.024,47.956,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,51.456,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,17.802,27.002,27.812,8,,,,,7,5,8,6,,,,,,,,,,,,,,,,,,,,,395681,395681,No,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:34,11/22/22 11:36,IP Address,128.254.165.173,100,142,TRUE,11/22/22 11:36,R_3dGSCaaY3VLSfg6,,,,,40.0242,-79.8846,anonymous,EN,0.800000012,,0,55,,0.649,11.842,13.493,8,25-34 years old,Male,Married,"$25,000-$49,999",Indiana,1.486,7.297,9.653,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,37.841,62.049,62.059,2,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,0.758,16.904,22.276,10,5,5,6,5,,,,,,,,,992479,992479,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:32,11/22/22 11:36,IP Address,128.254.166.30,100,288,TRUE,11/22/22 11:36,R_1mKKM2ZleiMRBlm,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,24.668,34.987,36.485,6,25-34 years old,Male,Married,"$50,000-$74,999",Indiana,148.528,156.668,158.125,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,57.094,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,0.997,13.248,14.192,7,5,8,9,10 (high),,,,,,,,,916315,916315,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:29,11/22/22 11:36,IP Address,128.254.165.97,100,469,TRUE,11/22/22 11:36,R_2dMePlzNjqRs8E4,,,,,40.0242,-79.8846,anonymous,EN,0.899999976,,0,55,,66.814,85.5,87.926,7,25-34 years old,Male,Married,"$50,000-$74,999",Florida,1.891,24.874,26.605,5,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2.825,13.955,15.67,8,,,,,7,8,8,6,,,,,,,,,,,,,,,,,,,,,A1ARWNTZHGFG8Y,879925,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:27,11/22/22 11:36,IP Address,208.218.226.238,100,542,TRUE,11/22/22 11:36,R_tGwJqIowH6yZctj,,,,,29.92,-95.5612,anonymous,EN,1,,0,0,,68.751,79.118,80.458,6,18-24 years old,Male,Married,"$75,000-$99,999",New York,1.49,7.17,8.797,4,Yes,Dogs,I will shop for a dog,Large (Greater than 60 lbs.),,,,,,,,,,,,,,,0,0,32.316,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,42.504,58.348,59.895,12,,,,,,,,,6,9,8,5,,,,,,,,,,,,,,,,,,346050,No,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:42,11/22/22 11:44,IP Address,206.82.9.197,100,114,TRUE,11/22/22 11:44,R_3JEghp5KqE8668W,,,,,39.3037,-94.9322,anonymous,EN,0.800000012,TRUE,100,25,11/22/22 18:41,2.18,17.1,18.849,6,45-54 years old,Male,Married,"$50,000-$74,999",Indiana,1.338,14.908,16.818,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.778,33.67,37.284,11,7,5,10 (high),9,,,,,,,,,,,,,,,,,,,,,,,,,254227,254227,Yes,No,Traditional Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:36,IP Address,216.39.37.48,100,69,TRUE,11/22/22 11:36,R_3sBqr7DGvC1ZsDW,,,,,40.7123,-74.0068,anonymous,EN,1,,0,10,,14.353,20.768,21.572,6,45-54 years old,Male,Married,"$25,000-$49,999",North Carolina,1.065,4.147,14.072,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.938,12.095,12.675,10,,,,,6,5,4,7,,,,,,,,,,,,,,,,,,,,,162262,162262,Yes,No,Traditional Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,136.175.103.29,100,93,TRUE,11/22/22 11:37,R_3Lbwi1NHA3sL6j9,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,105,,5.606,15.191,20.701,2,25-34 years old,Male,Married,"$50,000-$74,999",Alaska,8.607,8.607,10.155,1,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.714,0,,,,,1 (low),2,1 (low),2,,,,,,,,,,,,,,,,,,,,,447667,447667,Yes,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:31,11/22/22 11:37,IP Address,208.195.172.138,100,361,TRUE,11/22/22 11:37,R_22M8RgJaALpNfKv,,,,,38.7913,-77.2806,anonymous,EN,0.899999976,,0,30,,23.482,81.351,84.347,7,25-34 years old,Female,Married,"$75,000-$99,999",Indiana,2.31,32.014,33.146,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,2.985,19.197,155.242,8,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,0.418,7.2,11.919,4,,,,,5,9,8,7,,,,,844154,844154,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:34,11/22/22 11:37,IP Address,208.221.33.132,100,160,TRUE,11/22/22 11:37,R_1MS6HBsI6JGs5Yg,,,,,39.3641,-77.4622,anonymous,EN,1,,0,0,,6.733,20.561,23.183,6,35-44 years old,Male,Married,"$25,000-$49,999",Texas,2.68,8.736,10.031,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.172,23.505,26.066,8,,,,,6,8,6,7,,,,,,364077,Yes,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,128.254.167.226,100,97,TRUE,11/22/22 11:37,R_2QQaQCVtcwbwg5y,,,,,40.0242,-79.8846,anonymous,EN,0.800000012,,0,55,,4.449,17.866,18.974,7,25-34 years old,Male,Married,"Less than $25,000",Alaska,2.353,8.56,10.648,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,44.172,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,1.998,3.869,14.649,3,,,,,10 (high),10 (high),10 (high),10 (high),,,,,,422260,No,Yes,No-Kill Shelter,Traditional Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:31,11/22/22 11:37,IP Address,66.207.178.48,100,319,TRUE,11/22/22 11:37,R_3qs6CKtgQLVjBnu,,,,,39.5125,-76.1806,anonymous,EN,1,,0,0,,43.117,53.505,55.304,7,35-44 years old,Male,Married,"$50,000-$74,999",California,13.767,26.183,28.435,5,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,158.103,0,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,5.781,16.368,18.401,8,,,,,4,6,3,5,,,,,,,,,,,,,,,,,,,,,725494,725494,No,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,147.124.220.159,100,84,TRUE,11/22/22 11:37,R_3J2UTWfYSFu5CMB,,,,,32.7797,-96.8022,anonymous,EN,0.899999976,,0,25,,1.727,12.958,13.845,6,35-44 years old,Female,Married,"$75,000-$99,999",Texas,1.262,4.619,28.424,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.617,11.401,12.141,8,,,,,5,7,5,7,,,,,992280,992280,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:33,11/22/22 11:37,IP Address,208.194.207.30,100,214,TRUE,11/22/22 11:37,R_3huoajKw8lJPxwt,,,,,37.751,-97.822,anonymous,EN,1,,0,30,,47.785,68.077,70.434,11,35-44 years old,Female,Married,"$75,000-$99,999",California,3.293,18.553,20.119,8,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.163,15.817,18.272,8,,,,,7,4,8,6,,,,,,,,,,,,,,,,,,,,,ACAF419ZQ6C8O,593685,Yes,No,No-Kill Shelter,No-Kill Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:33,11/22/22 11:37,IP Address,185.104.14.185,100,202,TRUE,11/22/22 11:37,R_1ieRkFeBSo5gEAj,,,,,35.115,-80.7061,anonymous,EN,1,,0,25,,9.104,67.542,68.474,9,25-34 years old,Female,Married,"$75,000-$99,999",Louisiana,6.847,19.422,40.88,4,Yes,Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.612,13.232,13.805,10,,,,,3,5,4,6,,,,,,,,,,,,,,,,,,,,,655098,655098,Yes,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:34,11/22/22 11:37,IP Address,104.171.171.174,100,133,TRUE,11/22/22 11:37,R_1llSmy1AwviZOfL,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,25,,7.806,18.492,23.381,6,55-64 years old,Male,,"$25,000-$49,999",Virginia,7.015,26.889,29.24,5,"No, but I own another pet",Dogs,I will adopt a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,45.574,0,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",2,,,,1,,,1,,2,,,,,2,,,1,,,,,,,,,,,,,,,,,3.274,12.769,14.136,9,,,,,5,5,7,6,,,,,A384ERWU4MS94N,647067,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:32,11/22/22 11:37,IP Address,208.195.164.41,100,300,TRUE,11/22/22 11:37,R_3LgVqNoHsSQGOkB,,,,,38.7913,-77.2806,anonymous,EN,1,,0,0,,27.146,37.243,38.528,6,35-44 years old,Female,Married,"$25,000-$49,999",California,17.352,23.227,24.43,4,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,9.799,185.765,200.928,2,"French BullDog,Beagle","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",1,,,,2,,,2,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,5.186,15.179,16.659,9,3,8,3,10 (high),,,,,,,,,A11ITJACNPL2O7,568423,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:36,11/22/22 11:37,IP Address,208.221.47.109,100,70,TRUE,11/22/22 11:37,R_3lSqSsbhx3BYTK0,,,,,39.2151,-76.754,anonymous,EN,1,,0,0,,2.226,13.937,15.11,6,35-44 years old,Female,Married,"$25,000-$49,999",Texas,2.168,8.231,8.66,5,Yes,Dogs,I will adopt a dog,Large (Greater than 60 lbs.),,,,,,,,,,,,,,,0,0,18.926,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","Labrador Retriever,German Shepherd",2,,,,1,,,2,,1,,,,,2,,,1,1.037,9.661,11.347,8,,,,,,,,,3,7,6,5,,,,,,,,,,,,,,,,,577832,577832,No,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:29,11/22/22 11:37,IP Address,208.207.184.40,100,442,TRUE,11/22/22 11:37,R_eEWZVHznCLHml0d,,,,,40.7683,-73.9802,anonymous,EN,1,,0,75,,11.028,19.544,20.181,6,18-24 years old,Female,Married,"$100,000-$149,000",California,1.514,9.481,10.006,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.139,13.125,13.739,8,,,,,5,3,4,4,,,,,502151,502151,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,208.207.182.117,100,87,TRUE,11/22/22 11:37,R_tQjJ0dH6lTMv9VD,,,,,40.68,-73.775,anonymous,EN,1,,0,75,,7.216,25.584,26.739,8,35-44 years old,Female,Married,"$75,000-$99,999",California,1.447,5.374,9.599,5,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,0,0,24.099,0,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,1.182,11.149,12.538,9,,,,,8,6,8,8,,,,,A14XSJMGQGOV6R,868943,No,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,128.254.165.115,100,108,TRUE,11/22/22 11:37,R_2wH4UC0EQbKxVMm,,,,,40.0242,-79.8846,anonymous,EN,0.800000012,,0,65,,12.209,15.045,15.421,2,18-24 years old,Male,Married,"Less than $25,000",Indiana,0,0,21.085,0,Yes,Dogs,I will shop for a dog,Small (Less than 30 lbs.),,,,,,,,,,,,,,,0,0,35.859,0,"French BullDog,Beagle","Australian Shepherd,Shetland Sheepdog","Labrador Retriever,German Shepherd",1,,,,2,,,1,,2,,,,,2,,,1,9.716,16.903,24.059,3,2,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,500413,500413,No,No,Traditional Shelter,Traditional Shelter,Traditional Shelter,Traditional Shelter
11/22/22 11:35,11/22/22 11:37,IP Address,208.200.0.31,100,87,TRUE,11/22/22 11:37,R_2S3klfQxZ3av1Pf,,,,,45.5496,-122.5044,anonymous,EN,0.899999976,,0,0,,6.389,20.63,23.12,9,55-64 years old,Female,Married,"$25,000-$49,999",Georgia,1.904,7.528,8.544,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,20.985,20.985,27.18,1,"Beagle,French BullDog","Shetland Sheepdog,Australian Shepherd","German Shepherd,Labrador Retriever",2,,,,1,,,2,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,0.417,12.561,12.947,10,,,,,4,7,9,5,,,,,,967119,No,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:36,11/22/22 11:37,IP Address,216.250.249.111,100,62,TRUE,11/22/22 11:37,R_3puqtYsxLmfmg0H,,,,,37.751,-97.822,anonymous,EN,1,,0,25,,3.886,11.623,13.505,5,55-64 years old,Male,Married,"$25,000-$49,999",Indiana,1.201,7.025,8.676,5,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.393,14.976,16.291,15,5,6,4,7,,,,,,,,,685860,685860,Yes,Yes,Traditional Shelter,No-Kill Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:34,11/22/22 11:37,IP Address,128.254.166.232,100,172,TRUE,11/22/22 11:37,R_1NfQI9nicHU9kZs,,,,,40.0242,-79.8846,anonymous,EN,0.800000012,,0,55,,1.435,17.06,18.846,9,25-34 years old,Male,Married,"$25,000-$49,999",Alaska,1.782,12.891,14.649,6,Yes,Dogs,I will adopt a dog,Small (Less than 30 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073,60.932,61.852,23,8,2,1 (low),9,,,,,,,,,ALX2L5QP3MSF6,630758,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:31,11/22/22 11:37,IP Address,63.75.255.173,100,339,TRUE,11/22/22 11:37,R_3oNH5u4roYFMiLm,,,,,42.8233,-72.1826,anonymous,EN,1,,0,0,,3.807,14.985,16.959,6,25-34 years old,Male,Married,"$25,000-$49,999",Alaska,2.623,14.079,18.53,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,,,,,,,,,,,2.417,110.723,214.66,23,"Beagle,French BullDog","Australian Shepherd,Shetland Sheepdog","German Shepherd,Labrador Retriever",2,,,,1,,,1,,2,,,,,1,,,2,,,,,,,,,,,,,,,,,9.26,29.1,30.334,10,,,,,5,6,2,2,,,,,A1UM20FOJ10YUY,294860,No,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
11/22/22 11:33,11/22/22 11:37,IP Address,208.195.171.184,100,233,TRUE,11/22/22 11:37,R_1Eb0HAEMP0FlIjV,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,2.294,43.952,46.068,11,18-24 years old,Male,Married,"$75,000-$99,999",California,2.352,2.352,14.334,1,Yes,Dogs,I will shop for a dog,Large (Greater than 60 lbs.),,,,,"Accept and care for all animals
,Consider euthanizing ill or unadoptable animals","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.386,16.519,20.604,10,,,,,,,,,8,7,7,9,,,,,,,,,,,,,,,,,428197,428197,Yes,No,No-Kill Shelter,Traditional Shelter,Traditional Shelter,No-Kill Shelter
11/22/22 11:33,11/22/22 11:37,IP Address,208.195.168.19,100,251,TRUE,11/22/22 11:37,R_1gcpkD7HiPtXoc1,,,,,38.7913,-77.2806,anonymous,EN,1,,0,30,,1.677,9.014,9.736,6,25-34 years old,Female,Single,"$50,000-$74,999",Indiana,1.381,4.722,9.337,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Abstain from animal euthanization
,Avoid and transfer responsibility for overcrowding to other shelters
",,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,5.477,11.308,8,,,,,3,3,4,5,,,,,568282,568282,Yes,Yes,Traditional Shelter,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter
11/22/22 11:33,11/22/22 11:37,IP Address,121.91.230.43,100,235,TRUE,11/22/22 11:37,R_2dmqvyER4QU7rSx,,,,,39.0064,-77.4199,anonymous,EN,1,,0,25,,5.156,17.184,18.693,7,25-34 years old,Male,Married,"Less than $25,000",Texas,2.701,136.342,137.524,4,Yes,Dogs,I will shop for a dog,Medium (Between 30-60 lbs.),,,,,"Consider euthanizing ill or unadoptable animals,Accept and care for all animals
","Avoid and transfer responsibility for overcrowding to other shelters
,Abstain from animal euthanization
",,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.234,31.665,32.319,10,,,,,7,6,7,5,,,,,245690,245690,Yes,Yes,No-Kill Shelter,No-Kill Shelter,No-Kill Shelter,Traditional Shelter
